21846,10,1,10,4,1,5,1,5,10,6,6,1,10,9,8,10,8,5,6,7,7,9,4,5,7,5,5,6,191.56
21991,3,7,10,1,5,5,7,5,10,1,8,1,10,9,6,3,8,6,3,5,5,6,4,6,7,2,5,5,11.85
22176,1,9,10,1,5,4,6,8,10,1,10,1,10,10,5,5,6,8,5,5,5,6,5,4,6,2,7,6,22.69
22372,10,4,10,3,1,2,3,5,10,1,8,1,10,10,8,4,8,7,7,5,5,6,5,7,7,3,6,6,11.85
22582,7,1,9,10,1,7,4,6,10,3,4,1,9,10,10,10,4,10,2,8,7,6,4,3,7,4,5,6,407.28
22773,1,10,1,10,1,1,1,10,10,3,4,6,10,10,6,10,10,10,1,6,5,1,4,7,7,4,5,4,89.99
22917,8,1,10,6,1,6,2,6,10,5,8,1,10,8,1,7,10,1,6,8,6,6,5,7,6,4,5,6,302.12
23101,9,2,10,6,1,6,3,6,10,3,10,1,10,10,3,6,8,6,4,7,6,7,5,7,5,10,5,6,185.94
23336,1,2,10,3,10,2,4,7,8,1,10,1,7,10,4,5,8,4,1,6,6,5,6,4,6,9,5,6,15.65
23588,4,10,10,6,6,3,8,5,9,3,6,1,10,10,6,7,6,6,5,6,4,2,5,5,5,6,6,6,0.89
23799,10,2,8,9,1,5,3,5,9,7,4,1,10,10,4,1,8,10,1,4,4,4,5,5,8,5,6,6,158
24042,10,7,7,8,5,3,6,4,10,4,7,1,10,10,6,7,6,5,5,5,4,2,6,5,7,6,5,6,9.99
24212,4,10,9,3,10,5,8,5,8,1,10,1,10,10,1,10,4,9,5,5,4,2,5,1,3,5,6,6,1.98
24394,10,1,5,1,8,10,1,9,9,7,8,1,10,10,9,4,5,10,1,5,4,3,5,9,6,10,5,6,125.9
24598,10,5,3,3,6,3,5,4,6,5,5,1,10,7,6,10,10,2,9,7,3,1,5,1,7,3,5,6,71.7
24767,10,7,8,9,4,2,5,4,10,4,9,1,10,10,7,7,7,4,4,5,4,2,6,7,6,6,5,6,0.89
25018,2,8,10,7,9,3,8,5,9,2,9,1,9,10,5,6,7,3,1,5,4,3,6,7,5,2,5,5,15.5
25174,3,7,10,1,7,5,6,5,6,5,2,1,10,9,4,3,5,10,1,4,4,4,4,1,6,10,4,6,6.49
25316,10,1,8,1,1,5,1,6,1,10,7,4,4,4,1,4,8,6,8,4,3,2,6,5,6,4,6,6,4.24
25469,10,1,4,3,3,5,5,6,2,8,8,6,3,7,4,1,7,9,4,5,4,3,5,4,7,10,5,6,182.98
25624,1,9,10,1,1,4,5,6,8,10,10,5,4,1,1,9,5,2,6,9,6,10,5,8,7,5,8,7,24.17
25770,8,3,10,10,3,10,3,7,7,5,10,9,4,6,7,5,5,5,2,6,7,9,5,4,7,5,6,6,155.52
25882,3,8,10,5,10,5,10,4,3,6,10,6,3,6,5,6,2,4,3,5,4,1,6,4,4,1,4,4,51
25995,10,6,6,9,4,5,4,7,8,3,10,7,1,1,3,6,10,6,5,5,5,5,5,6,7,7,6,6,12.31
26141,7,8,9,7,6,6,5,2,6,3,1,9,10,4,3,5,4,4,7,5,8,4,4,4,10,8,6,6,6.99
26268,10,10,1,10,10,1,8,5,2,1,10,9,8,1,8,9,10,10,2,6,5,5,5,4,9,4,6,6,0.89
26409,10,6,8,9,4,4,5,6,6,6,9,8,3,8,8,8,2,7,6,5,5,3,6,5,7,3,6,6,9.99
26519,4,9,10,5,7,5,7,7,4,4,10,4,1,6,8,7,6,6,5,6,5,3,5,4,4,6,6,6,9.99
26626,1,1,10,10,10,1,1,2,5,10,1,5,8,5,7,10,1,6,1,1,7,6,1,4,2,5,9,5,10.65
26752,1,1,7,10,10,1,1,10,10,3,3,10,6,10,10,5,7,10,1,10,10,1,10,4,10,7,1,9,2520
26851,1,10,1,1,8,2,10,1,10,10,10,3,4,1,10,1,1,1,2,10,1,7,6,5,7,3,10,3,3.82
26965,1,6,10,2,10,1,7,5,5,2,4,6,5,4,6,8,4,2,1,5,5,4,6,6,2,4,5,7,1.29
27089,4,10,10,5,6,2,9,5,3,4,5,7,9,5,8,6,4,4,6,6,5,3,5,7,5,6,7,6,0.89
27209,1,10,8,1,1,1,3,10,4,3,9,8,2,10,5,10,4,7,3,5,6,5,6,8,4,8,6,6,0.77
27316,10,1,9,1,1,3,1,6,1,10,9,1,1,6,7,6,7,9,5,4,5,6,6,7,6,5,6,6,6
27410,5,1,10,10,1,7,4,6,10,2,3,7,1,3,3,3,9,2,4,9,7,5,4,8,5,10,5,6,595.76
27493,8,2,2,10,7,8,9,5,5,4,1,7,9,6,7,5,4,4,5,8,6,5,3,1,9,5,5,6,402.75
27594,10,2,3,3,10,10,1,9,3,8,3,5,7,5,8,1,3,10,2,4,4,4,5,9,8,5,6,6,79
27673,10,6,7,10,4,1,7,4,5,5,5,8,7,7,9,5,4,4,3,6,6,6,5,8,8,4,6,6,86.9
27754,10,1,8,1,1,4,1,6,1,10,9,4,8,4,6,6,6,9,5,4,5,7,5,6,7,5,6,6,18.4
27849,3,10,10,8,8,7,8,6,1,4,10,9,8,7,8,4,5,6,8,6,6,7,4,4,7,5,6,6,4
27937,3,10,1,9,10,1,10,1,10,10,10,1,1,1,10,6,10,10,4,10,1,4,4,3,4,3,2,1,1
28036,9,2,8,1,1,2,4,5,10,1,5,10,10,4,10,4,5,6,8,7,6,8,4,8,7,6,6,6,155
28136,1,10,10,8,7,6,9,3,6,10,4,4,5,5,10,2,5,4,8,5,6,7,5,4,6,4,1,5,15.95
28257,10,7,5,7,7,5,6,5,5,4,4,8,10,3,10,7,5,3,5,5,4,2,6,2,7,6,5,6,1.29
28337,2,10,10,1,7,1,10,1,8,9,7,7,10,1,7,5,1,2,2,8,4,6,5,9,4,8,4,3,7.38
28413,1,6,10,1,1,5,2,8,7,5,1,2,1,1,1,8,9,1,7,6,6,9,4,9,7,5,5,5,5
28499,10,8,5,9,6,2,8,4,3,6,10,10,9,8,5,5,3,6,6,5,6,7,5,7,9,4,5,6,1
28592,10,6,4,9,7,5,7,5,5,5,1,7,10,6,9,7,1,6,6,6,5,5,4,2,9,4,6,6,68.27
28668,10,4,9,7,1,3,3,5,2,8,4,7,10,5,10,1,4,10,1,4,4,3,6,7,6,3,6,6,62.14
28758,10,5,4,1,6,4,6,5,9,2,10,9,2,9,10,3,4,5,9,5,4,2,6,3,7,2,6,6,37.98
28815,10,2,10,2,1,5,1,6,5,8,1,2,9,3,10,10,4,4,7,6,7,10,5,4,7,6,6,6,9.99
28847,10,3,8,6,2,6,2,6,10,4,1,3,1,4,5,6,5,5,9,5,4,3,5,4,6,9,5,6,30.58
28909,4,10,10,6,4,1,9,5,3,4,6,8,9,5,8,5,4,3,5,6,5,4,6,9,5,6,7,6,4.49
29001,10,6,10,10,1,6,3,6,8,7,1,6,2,3,1,5,6,4,3,5,6,7,5,8,8,6,6,6,0
29086,9,4,9,10,3,8,3,7,8,6,7,4,1,8,10,9,2,9,3,5,6,6,5,3,6,4,6,6,100
29170,1,10,1,10,1,1,3,10,4,7,1,8,5,10,8,6,8,6,6,5,6,7,6,7,4,4,7,5,89.99
29269,10,1,7,1,3,10,1,8,7,4,10,10,7,6,10,1,9,6,1,3,5,6,6,1,5,6,6,6,34
29351,1,6,10,10,7,7,7,5,4,10,5,5,5,4,8,2,8,2,9,3,4,5,8,7,3,5,5,5,15.16
29431,1,7,10,10,9,7,10,6,1,7,8,1,1,8,5,9,2,6,1,4,6,6,6,4,8,5,5,5,118.85
29537,10,6,8,10,4,5,5,6,8,5,3,8,4,6,6,3,6,2,4,5,5,4,6,6,7,3,6,6,9
29611,9,4,4,7,6,8,6,5,7,4,1,7,9,5,8,6,4,3,6,7,5,2,5,1,7,7,5,6,173.88
29687,4,10,3,5,10,10,7,9,2,2,7,3,5,1,10,8,8,10,8,6,5,5,4,9,7,5,5,6,1
29763,1,8,10,8,5,10,5,9,4,3,3,6,5,6,8,7,3,10,10,6,6,6,5,1,7,5,5,6,111.5
29844,9,4,7,10,4,5,6,6,5,6,10,7,1,9,8,6,4,6,3,6,6,7,5,6,7,4,5,6,144
29930,10,7,6,10,5,4,6,6,4,6,10,8,1,9,7,5,5,3,4,5,4,2,6,6,6,3,6,6,23.4
30007,10,6,9,8,3,3,5,5,6,5,7,8,8,6,10,5,5,2,3,5,5,5,6,7,6,6,6,6,5.37
30077,10,6,6,10,4,2,7,4,5,5,4,7,7,7,9,6,4,5,4,6,6,6,5,7,8,4,6,6,64.94
30147,3,7,10,5,8,10,7,6,5,6,10,7,4,5,10,2,7,1,3,5,5,7,6,1,4,7,4,3,61.5
30235,10,4,2,2,5,3,5,5,1,7,9,3,4,3,5,10,8,4,10,6,6,7,4,3,9,5,5,6,24.99
30319,5,4,10,1,3,7,4,6,1,10,7,1,2,6,6,4,7,8,6,4,5,5,5,2,5,5,6,6,20
30395,10,7,8,10,4,2,6,5,5,5,7,6,1,8,10,5,6,1,3,5,4,1,7,7,6,2,6,6,37.06
30468,3,7,10,5,6,9,5,7,6,3,4,7,5,4,3,8,2,9,9,6,5,6,4,2,5,7,6,6,17.98
30557,2,4,10,1,6,2,6,6,1,7,9,4,5,6,3,10,4,3,7,7,7,9,5,6,5,4,7,6,64.85
30625,10,6,6,8,4,2,7,5,5,5,6,6,4,8,10,4,6,2,3,5,6,5,5,7,7,7,5,6,79.42
30702,1,10,10,5,10,10,10,1,10,10,6,1,6,1,8,1,1,3,10,7,10,2,5,3,2,1,1,1,9
30774,10,5,8,10,4,5,5,6,8,5,3,6,2,6,5,3,7,3,4,5,5,6,5,6,8,4,6,6,59.35
30841,2,10,8,5,6,3,7,7,4,3,2,6,9,4,9,8,5,6,6,6,5,2,5,4,5,6,5,6,1.98
30922,1,10,3,1,5,7,4,10,10,10,5,6,4,6,7,10,1,7,4,8,4,3,6,1,6,9,7,6,0.77
31004,1,2,8,10,1,10,10,6,1,4,10,6,2,8,9,4,5,8,7,10,8,8,10,6,5,5,6,7,689.99
31074,4,8,10,10,9,6,7,6,3,5,2,5,8,6,10,4,5,6,8,6,6,8,5,3,5,5,6,6,5
31136,1,10,1,5,1,10,1,1,1,1,4,10,1,10,4,10,7,9,1,10,1,10,10,3,2,5,4,6,1.98
31208,10,4,2,4,10,10,3,9,8,5,3,7,5,5,5,5,4,5,8,6,5,4,5,10,8,7,5,6,9.38
31269,10,5,3,2,5,2,6,4,1,8,3,5,10,5,7,9,6,1,9,6,6,7,4,4,9,5,5,5,15
31335,4,10,10,5,6,4,8,6,4,4,10,6,2,5,7,8,4,8,7,6,5,3,5,5,5,6,6,6,5.37
31394,10,1,8,1,1,7,1,7,1,10,10,1,1,6,9,4,9,6,2,3,6,7,6,4,6,5,6,6,12
31456,1,1,4,10,1,10,8,6,9,2,10,10,4,6,4,4,8,3,4,10,8,2,2,5,3,9,5,6,1252.2
31527,10,8,3,10,8,3,7,4,5,3,4,7,10,1,9,8,7,8,4,6,5,5,5,3,9,4,6,6,1
31574,4,8,9,4,2,5,9,5,5,6,10,6,3,7,8,7,3,6,10,5,4,3,6,6,2,8,3,3,113.21
31634,9,6,5,10,6,5,6,6,5,4,10,7,4,3,9,8,7,8,3,6,5,4,5,4,7,4,6,6,90.28
31700,1,1,6,7,8,8,10,8,2,1,5,6,5,9,5,9,1,9,2,10,8,6,8,1,8,4,5,5,429
31751,1,1,1,4,1,10,10,4,1,1,2,1,8,7,4,3,3,10,1,10,10,1,10,8,10,9,1,7,3463.6
31806,1,10,9,10,1,7,1,10,6,2,1,7,2,9,6,4,10,4,8,3,6,5,6,6,6,4,1,4,1
31854,3,10,9,5,5,3,6,8,3,3,8,4,1,7,7,9,5,8,7,5,5,2,6,5,5,6,6,6,8.99
31911,9,5,5,9,8,10,5,8,4,6,10,9,3,9,10,2,7,1,1,5,6,8,5,1,7,5,6,6,85.5
31972,10,4,7,5,4,6,4,6,8,5,2,4,4,6,10,8,4,5,5,5,6,6,5,3,6,10,5,6,47.85
32028,1,10,1,10,1,1,1,10,6,5,1,10,8,10,9,10,10,10,2,6,5,1,4,4,8,4,5,4,89.99
32089,1,10,8,5,4,1,7,7,5,6,5,7,8,4,9,7,6,5,5,7,4,3,6,7,6,6,7,6,9.99
32148,9,2,8,1,2,6,3,6,10,1,10,10,8,5,9,4,5,7,8,6,7,9,5,5,7,6,6,6,117.6
32218,1,6,10,1,2,4,5,8,1,5,7,6,6,7,5,3,3,10,2,4,5,5,5,6,7,10,5,5,54.32
