occurrences,pct,param1,param2,value1,value2,nrn
228,0.08019697502638058,1,10,1,10,2843
5,0.0017587055926837848,1,10,7,10,2843
228,0.08019697502638058,1,10,1,10,2843
25,0.008793527963418923,1,10,1,5,2843
113,0.03974674639465353,1,1,1,1,2843
4,0.0014069644741470278,1,1,7,1,2843
113,0.03974674639465353,1,1,1,1,2843
113,0.03974674639465353,1,1,1,1,2843
126,0.044319380935631376,1,10,1,10,2843
10,0.0035174111853675696,1,10,7,10,2843
126,0.044319380935631376,1,10,1,10,2843
126,0.044319380935631376,1,10,1,10,2843
137,0.0481885332395357,1,3,1,1,2843
5,0.0017587055926837848,1,3,7,1,2843
137,0.0481885332395357,1,3,1,1,2843
137,0.0481885332395357,1,3,1,1,2843
112,0.03939500527611678,1,1,1,1,2843
2,0.0007034822370735139,1,1,7,1,2843
112,0.03939500527611678,1,1,1,1,2843
35,0.012310939148786493,1,1,1,8,2843
107,0.037636299683432996,1,1,1,1,2843
2,0.0007034822370735139,1,1,7,1,2843
107,0.037636299683432996,1,1,1,1,2843
107,0.037636299683432996,1,1,1,1,2843
116,0.0408019697502638,1,10,1,10,2843
0,0.0,1,10,7,8,2843
116,0.0408019697502638,1,10,1,10,2843
116,0.0408019697502638,1,10,1,10,2843
125,0.04396763981709462,1,1,1,1,2843
10,0.0035174111853675696,1,1,7,1,2843
125,0.04396763981709462,1,1,1,1,2843
125,0.04396763981709462,1,1,1,1,2843
121,0.04256067534294759,1,1,1,1,2843
1,0.00035174111853675694,1,1,7,1,2843
121,0.04256067534294759,1,1,1,1,2843
121,0.04256067534294759,1,1,1,1,2843
95,0.03341540626099191,1,10,1,10,2843
2,0.0007034822370735139,1,10,7,10,2843
95,0.03341540626099191,1,10,1,10,2843
95,0.03341540626099191,1,10,1,10,2843
48,0.016883573689764335,1,1,1,1,2843
7,0.0024621878297572987,1,1,7,1,2843
48,0.016883573689764335,1,1,1,1,2843
48,0.016883573689764335,1,1,1,1,2843
78,0.02743580724586704,1,3,1,10,2843
3,0.001055223355610271,1,3,7,1,2843
69,0.02427013717903623,1,3,1,6,2843
51,0.017938797045374603,1,3,1,2,2843
60,0.021104467112205417,1,1,1,1,2843
3,0.001055223355610271,1,1,7,1,2843
60,0.021104467112205417,1,1,1,1,2843
60,0.021104467112205417,1,1,1,1,2843
64,0.022511431586352444,1,7,1,6,2843
1,0.00035174111853675694,1,7,7,8,2843
56,0.01969750263805839,1,7,1,8,2843
56,0.01969750263805839,1,7,1,8,2843
85,0.02989799507562434,1,1,1,1,2843
4,0.0014069644741470278,1,1,7,1,2843
85,0.02989799507562434,1,1,1,1,2843
85,0.02989799507562434,1,1,1,1,2843
37,0.013014421385860007,1,1,1,1,2843
1,0.00035174111853675694,1,1,7,1,2843
37,0.013014421385860007,1,1,1,1,2843
37,0.013014421385860007,1,1,1,1,2843
61,0.021456208230742173,1,5,1,1,2843
0,0.0,1,5,7,3,2843
61,0.021456208230742173,1,5,1,1,2843
61,0.021456208230742173,1,5,1,1,2843
76,0.02673232500879353,1,7,1,10,2843
2,0.0007034822370735139,1,7,7,6,2843
76,0.02673232500879353,1,7,1,10,2843
67,0.023566654941962716,1,7,1,5,2843
58,0.0204009848751319,1,6,1,7,2843
3,0.001055223355610271,1,6,7,6,2843
108,0.03798804080196975,1,6,1,6,2843
73,0.02567710165318326,1,6,1,10,2843
44,0.015476609215617306,1,8,1,10,2843
3,0.001055223355610271,1,8,7,8,2843
44,0.015476609215617306,1,8,1,10,2843
44,0.015476609215617306,1,8,1,10,2843
47,0.016531832571227575,1,5,1,2,2843
4,0.0014069644741470278,1,5,7,6,2843
60,0.021104467112205417,1,5,1,10,2843
37,0.013014421385860007,1,5,1,9,2843
149,0.05240942666197679,1,4,1,6,2843
10,0.0035174111853675696,1,4,7,5,2843
24,0.008441786844882167,1,4,1,8,2843
44,0.015476609215617306,1,4,1,10,2843
81,0.028491030601477313,1,7,1,5,2843
3,0.001055223355610271,1,7,7,7,2843
97,0.03411888849806542,1,7,1,7,2843
58,0.0204009848751319,1,7,1,1,2843
68,0.02391839606049947,1,6,1,4,2843
2,0.0007034822370735139,1,6,7,8,2843
68,0.02391839606049947,1,6,1,4,2843
65,0.0228631727048892,1,6,1,8,2843
124,0.043615898698557864,1,6,1,4,2843
5,0.0017587055926837848,1,6,7,5,2843
68,0.02391839606049947,1,6,1,7,2843
102,0.035877594090749206,1,6,1,6,2843
175,0.061554695743932464,1,7,1,6,2843
0,0.0,1,7,7,8,2843
175,0.061554695743932464,1,7,1,6,2843
27,0.009497010200492437,1,7,1,8,2843
50,0.017587055926837847,1,5,1,7,2843
1,0.00035174111853675694,1,5,7,7,2843
50,0.017587055926837847,1,5,1,7,2843
228,0.08019697502638058,1,5,1,6,2843
0,0.0,1,0,1,111.7,2843
0,0.0,1,0,7,6.27,2843
0,0.0,1,0,1,316.06,2843
0,0.0,1,0,1,723.21,2843
113,0.03974674639465353,10,1,10,1,2843
113,0.03974674639465353,10,1,10,1,2843
113,0.03974674639465353,10,1,10,1,2843
121,0.04256067534294759,10,1,5,1,2843
117,0.04115371086880056,10,10,10,10,2843
117,0.04115371086880056,10,10,10,10,2843
117,0.04115371086880056,10,10,10,10,2843
68,0.02391839606049947,10,10,5,10,2843
52,0.018290538163911362,10,3,10,1,2843
52,0.018290538163911362,10,3,10,1,2843
52,0.018290538163911362,10,3,10,1,2843
18,0.006331340133661625,10,3,5,1,2843
98,0.03447062961660218,10,1,10,1,2843
98,0.03447062961660218,10,1,10,1,2843
98,0.03447062961660218,10,1,10,1,2843
13,0.0045726345409778405,10,1,5,8,2843
60,0.021104467112205417,10,1,10,1,2843
60,0.021104467112205417,10,1,10,1,2843
60,0.021104467112205417,10,1,10,1,2843
9,0.0031656700668308124,10,1,5,1,2843
75,0.02638058389025677,10,10,10,10,2843
40,0.014069644741470278,10,10,10,8,2843
75,0.02638058389025677,10,10,10,10,2843
6,0.002110446711220542,10,10,5,10,2843
71,0.024973619416109743,10,1,10,1,2843
71,0.024973619416109743,10,1,10,1,2843
71,0.024973619416109743,10,1,10,1,2843
37,0.013014421385860007,10,1,5,1,2843
66,0.02321491382342596,10,1,10,1,2843
66,0.02321491382342596,10,1,10,1,2843
66,0.02321491382342596,10,1,10,1,2843
6,0.002110446711220542,10,1,5,1,2843
85,0.02989799507562434,10,10,10,10,2843
85,0.02989799507562434,10,10,10,10,2843
85,0.02989799507562434,10,10,10,10,2843
60,0.021104467112205417,10,10,5,10,2843
61,0.021456208230742173,10,1,10,1,2843
61,0.021456208230742173,10,1,10,1,2843
61,0.021456208230742173,10,1,10,1,2843
38,0.013366162504396765,10,1,5,1,2843
104,0.036581076327822724,10,3,10,10,2843
64,0.022511431586352444,10,3,10,1,2843
50,0.017587055926837847,10,3,10,6,2843
22,0.007738304607808653,10,3,5,2,2843
79,0.027787548364403798,10,1,10,1,2843
79,0.027787548364403798,10,1,10,1,2843
79,0.027787548364403798,10,1,10,1,2843
25,0.008793527963418923,10,1,5,1,2843
46,0.01618009145269082,10,7,10,6,2843
55,0.019345761519521634,10,7,10,8,2843
55,0.019345761519521634,10,7,10,8,2843
25,0.008793527963418923,10,7,5,8,2843
26,0.009145269081955681,10,1,10,1,2843
26,0.009145269081955681,10,1,10,1,2843
26,0.009145269081955681,10,1,10,1,2843
33,0.01160745691171298,10,1,5,1,2843
22,0.007738304607808653,10,1,10,1,2843
22,0.007738304607808653,10,1,10,1,2843
22,0.007738304607808653,10,1,10,1,2843
14,0.004924375659514597,10,1,5,1,2843
15,0.005276116778051354,10,5,10,1,2843
50,0.017587055926837847,10,5,10,3,2843
15,0.005276116778051354,10,5,10,1,2843
36,0.01266268026732325,10,5,5,1,2843
64,0.022511431586352444,10,7,10,10,2843
82,0.02884277172001407,10,7,10,6,2843
64,0.022511431586352444,10,7,10,10,2843
43,0.015124868097080548,10,7,5,5,2843
46,0.01618009145269082,10,6,10,7,2843
166,0.05838902567710166,10,6,10,6,2843
166,0.05838902567710166,10,6,10,6,2843
0,0.0,10,6,5,10,2843
26,0.009145269081955681,10,8,10,10,2843
14,0.004924375659514597,10,8,10,8,2843
26,0.009145269081955681,10,8,10,10,2843
1,0.00035174111853675694,10,8,5,10,2843
62,0.021807949349278932,10,5,10,2,2843
46,0.01618009145269082,10,5,10,6,2843
52,0.018290538163911362,10,5,10,10,2843
26,0.009145269081955681,10,5,5,9,2843
179,0.06296166021807949,10,4,10,6,2843
188,0.0661273302849103,10,4,10,5,2843
8,0.0028139289482940555,10,4,10,8,2843
0,0.0,10,4,5,10,2843
71,0.024973619416109743,10,7,10,5,2843
87,0.030601477312697856,10,7,10,7,2843
87,0.030601477312697856,10,7,10,7,2843
41,0.014421385860007034,10,7,5,1,2843
114,0.04009848751319029,10,6,10,4,2843
26,0.009145269081955681,10,6,10,8,2843
114,0.04009848751319029,10,6,10,4,2843
33,0.01160745691171298,10,6,5,8,2843
105,0.03693281744635948,10,6,10,4,2843
76,0.02673232500879353,10,6,10,5,2843
57,0.020049243756595145,10,6,10,7,2843
59,0.02075272599366866,10,6,5,6,2843
170,0.05979599015124868,10,7,10,6,2843
19,0.006683081252198382,10,7,10,8,2843
170,0.05979599015124868,10,7,10,6,2843
2,0.0007034822370735139,10,7,5,8,2843
48,0.016883573689764335,10,5,10,7,2843
48,0.016883573689764335,10,5,10,7,2843
48,0.016883573689764335,10,5,10,7,2843
122,0.042912416461484346,10,5,5,6,2843
0,0.0,10,0,10,111.7,2843
0,0.0,10,0,10,6.27,2843
0,0.0,10,0,10,316.06,2843
0,0.0,10,0,5,723.21,2843
95,0.03341540626099191,1,10,1,10,2843
95,0.03341540626099191,1,10,1,10,2843
95,0.03341540626099191,1,10,1,10,2843
95,0.03341540626099191,1,10,1,10,2843
57,0.020049243756595145,1,3,1,1,2843
57,0.020049243756595145,1,3,1,1,2843
57,0.020049243756595145,1,3,1,1,2843
57,0.020049243756595145,1,3,1,1,2843
178,0.06260991909954274,1,1,1,1,2843
178,0.06260991909954274,1,1,1,1,2843
178,0.06260991909954274,1,1,1,1,2843
12,0.004220893422441084,1,1,1,8,2843
54,0.018994020400984874,1,1,1,1,2843
54,0.018994020400984874,1,1,1,1,2843
54,0.018994020400984874,1,1,1,1,2843
54,0.018994020400984874,1,1,1,1,2843
65,0.0228631727048892,1,10,1,10,2843
44,0.015476609215617306,1,10,1,8,2843
65,0.0228631727048892,1,10,1,10,2843
65,0.0228631727048892,1,10,1,10,2843
74,0.026028842771720014,1,1,1,1,2843
74,0.026028842771720014,1,1,1,1,2843
74,0.026028842771720014,1,1,1,1,2843
74,0.026028842771720014,1,1,1,1,2843
69,0.02427013717903623,1,1,1,1,2843
69,0.02427013717903623,1,1,1,1,2843
69,0.02427013717903623,1,1,1,1,2843
69,0.02427013717903623,1,1,1,1,2843
77,0.027084066127330286,1,10,1,10,2843
77,0.027084066127330286,1,10,1,10,2843
77,0.027084066127330286,1,10,1,10,2843
77,0.027084066127330286,1,10,1,10,2843
47,0.016531832571227575,1,1,1,1,2843
47,0.016531832571227575,1,1,1,1,2843
47,0.016531832571227575,1,1,1,1,2843
47,0.016531832571227575,1,1,1,1,2843
91,0.03200844178684488,1,3,1,10,2843
79,0.027787548364403798,1,3,1,1,2843
84,0.029546253957087584,1,3,1,6,2843
37,0.013014421385860007,1,3,1,2,2843
84,0.029546253957087584,1,1,1,1,2843
84,0.029546253957087584,1,1,1,1,2843
84,0.029546253957087584,1,1,1,1,2843
84,0.029546253957087584,1,1,1,1,2843
96,0.03376714737952867,1,7,1,6,2843
37,0.013014421385860007,1,7,1,8,2843
37,0.013014421385860007,1,7,1,8,2843
37,0.013014421385860007,1,7,1,8,2843
69,0.02427013717903623,1,1,1,1,2843
69,0.02427013717903623,1,1,1,1,2843
69,0.02427013717903623,1,1,1,1,2843
69,0.02427013717903623,1,1,1,1,2843
16,0.005627857896588111,1,1,1,1,2843
16,0.005627857896588111,1,1,1,1,2843
16,0.005627857896588111,1,1,1,1,2843
16,0.005627857896588111,1,1,1,1,2843
72,0.0253253605346465,1,5,1,1,2843
46,0.01618009145269082,1,5,1,3,2843
72,0.0253253605346465,1,5,1,1,2843
72,0.0253253605346465,1,5,1,1,2843
41,0.014421385860007034,1,7,1,10,2843
142,0.049947238832219486,1,7,1,6,2843
41,0.014421385860007034,1,7,1,10,2843
84,0.029546253957087584,1,7,1,5,2843
31,0.010903974674639466,1,6,1,7,2843
108,0.03798804080196975,1,6,1,6,2843
108,0.03798804080196975,1,6,1,6,2843
37,0.013014421385860007,1,6,1,10,2843
18,0.006331340133661625,1,8,1,10,2843
28,0.009848751319029195,1,8,1,8,2843
18,0.006331340133661625,1,8,1,10,2843
18,0.006331340133661625,1,8,1,10,2843
73,0.02567710165318326,1,5,1,2,2843
59,0.02075272599366866,1,5,1,6,2843
77,0.027084066127330286,1,5,1,10,2843
67,0.023566654941962716,1,5,1,9,2843
192,0.06753429475905734,1,4,1,6,2843
214,0.07527259936686599,1,4,1,5,2843
12,0.004220893422441084,1,4,1,8,2843
11,0.0038691523039043265,1,4,1,10,2843
74,0.026028842771720014,1,7,1,5,2843
50,0.017587055926837847,1,7,1,7,2843
50,0.017587055926837847,1,7,1,7,2843
52,0.018290538163911362,1,7,1,1,2843
127,0.04467112205416813,1,6,1,4,2843
50,0.017587055926837847,1,6,1,8,2843
127,0.04467112205416813,1,6,1,4,2843
50,0.017587055926837847,1,6,1,8,2843
113,0.03974674639465353,1,6,1,4,2843
150,0.05276116778051354,1,6,1,5,2843
61,0.021456208230742173,1,6,1,7,2843
176,0.06190643686246922,1,6,1,6,2843
112,0.03939500527611678,1,7,1,6,2843
9,0.0031656700668308124,1,7,1,8,2843
112,0.03939500527611678,1,7,1,6,2843
9,0.0031656700668308124,1,7,1,8,2843
27,0.009497010200492437,1,5,1,7,2843
27,0.009497010200492437,1,5,1,7,2843
27,0.009497010200492437,1,5,1,7,2843
126,0.044319380935631376,1,5,1,6,2843
0,0.0,1,0,1,111.7,2843
0,0.0,1,0,1,6.27,2843
0,0.0,1,0,1,316.06,2843
0,0.0,1,0,1,723.21,2843
77,0.027084066127330286,10,3,10,1,2843
77,0.027084066127330286,10,3,10,1,2843
77,0.027084066127330286,10,3,10,1,2843
77,0.027084066127330286,10,3,10,1,2843
60,0.021104467112205417,10,1,10,1,2843
60,0.021104467112205417,10,1,10,1,2843
60,0.021104467112205417,10,1,10,1,2843
47,0.016531832571227575,10,1,10,8,2843
56,0.01969750263805839,10,1,10,1,2843
56,0.01969750263805839,10,1,10,1,2843
56,0.01969750263805839,10,1,10,1,2843
56,0.01969750263805839,10,1,10,1,2843
31,0.010903974674639466,10,10,10,10,2843
43,0.015124868097080548,10,10,10,8,2843
31,0.010903974674639466,10,10,10,10,2843
31,0.010903974674639466,10,10,10,10,2843
95,0.03341540626099191,10,1,10,1,2843
95,0.03341540626099191,10,1,10,1,2843
95,0.03341540626099191,10,1,10,1,2843
95,0.03341540626099191,10,1,10,1,2843
21,0.007386563489271896,10,1,10,1,2843
21,0.007386563489271896,10,1,10,1,2843
21,0.007386563489271896,10,1,10,1,2843
21,0.007386563489271896,10,1,10,1,2843
96,0.03376714737952867,10,10,10,10,2843
96,0.03376714737952867,10,10,10,10,2843
96,0.03376714737952867,10,10,10,10,2843
96,0.03376714737952867,10,10,10,10,2843
58,0.0204009848751319,10,1,10,1,2843
58,0.0204009848751319,10,1,10,1,2843
58,0.0204009848751319,10,1,10,1,2843
58,0.0204009848751319,10,1,10,1,2843
70,0.024621878297572987,10,3,10,10,2843
101,0.03552585297221245,10,3,10,1,2843
54,0.018994020400984874,10,3,10,6,2843
41,0.014421385860007034,10,3,10,2,2843
66,0.02321491382342596,10,1,10,1,2843
66,0.02321491382342596,10,1,10,1,2843
66,0.02321491382342596,10,1,10,1,2843
66,0.02321491382342596,10,1,10,1,2843
38,0.013366162504396765,10,7,10,6,2843
41,0.014421385860007034,10,7,10,8,2843
41,0.014421385860007034,10,7,10,8,2843
41,0.014421385860007034,10,7,10,8,2843
65,0.0228631727048892,10,1,10,1,2843
65,0.0228631727048892,10,1,10,1,2843
65,0.0228631727048892,10,1,10,1,2843
65,0.0228631727048892,10,1,10,1,2843
41,0.014421385860007034,10,1,10,1,2843
41,0.014421385860007034,10,1,10,1,2843
41,0.014421385860007034,10,1,10,1,2843
41,0.014421385860007034,10,1,10,1,2843
44,0.015476609215617306,10,5,10,1,2843
66,0.02321491382342596,10,5,10,3,2843
44,0.015476609215617306,10,5,10,1,2843
44,0.015476609215617306,10,5,10,1,2843
87,0.030601477312697856,10,7,10,10,2843
50,0.017587055926837847,10,7,10,6,2843
87,0.030601477312697856,10,7,10,10,2843
50,0.017587055926837847,10,7,10,5,2843
43,0.015124868097080548,10,6,10,7,2843
106,0.037284558564896236,10,6,10,6,2843
106,0.037284558564896236,10,6,10,6,2843
27,0.009497010200492437,10,6,10,10,2843
23,0.00809004572634541,10,8,10,10,2843
13,0.0045726345409778405,10,8,10,8,2843
23,0.00809004572634541,10,8,10,10,2843
23,0.00809004572634541,10,8,10,10,2843
20,0.007034822370735139,10,5,10,2,2843
93,0.0327119240239184,10,5,10,6,2843
39,0.01371790362293352,10,5,10,10,2843
42,0.014773126978543792,10,5,10,9,2843
160,0.056278578965881114,10,4,10,6,2843
237,0.0833626450932114,10,4,10,5,2843
12,0.004220893422441084,10,4,10,8,2843
17,0.005979599015124868,10,4,10,10,2843
73,0.02567710165318326,10,7,10,5,2843
102,0.035877594090749206,10,7,10,7,2843
102,0.035877594090749206,10,7,10,7,2843
43,0.015124868097080548,10,7,10,1,2843
64,0.022511431586352444,10,6,10,4,2843
105,0.03693281744635948,10,6,10,8,2843
64,0.022511431586352444,10,6,10,4,2843
105,0.03693281744635948,10,6,10,8,2843
204,0.07175518818149841,10,6,10,4,2843
104,0.036581076327822724,10,6,10,5,2843
36,0.01266268026732325,10,6,10,7,2843
101,0.03552585297221245,10,6,10,6,2843
287,0.10094970102004924,10,7,10,6,2843
7,0.0024621878297572987,10,7,10,8,2843
287,0.10094970102004924,10,7,10,6,2843
7,0.0024621878297572987,10,7,10,8,2843
19,0.006683081252198382,10,5,10,7,2843
19,0.006683081252198382,10,5,10,7,2843
19,0.006683081252198382,10,5,10,7,2843
313,0.11009497010200492,10,5,10,6,2843
0,0.0,10,0,10,111.7,2843
0,0.0,10,0,10,6.27,2843
0,0.0,10,0,10,316.06,2843
0,0.0,10,0,10,723.21,2843
26,0.009145269081955681,3,1,1,1,2843
26,0.009145269081955681,3,1,1,1,2843
26,0.009145269081955681,3,1,1,1,2843
36,0.01266268026732325,3,1,1,8,2843
172,0.06049947238832219,3,1,1,1,2843
172,0.06049947238832219,3,1,1,1,2843
172,0.06049947238832219,3,1,1,1,2843
172,0.06049947238832219,3,1,1,1,2843
52,0.018290538163911362,3,10,1,10,2843
24,0.008441786844882167,3,10,1,8,2843
52,0.018290538163911362,3,10,1,10,2843
52,0.018290538163911362,3,10,1,10,2843
122,0.042912416461484346,3,1,1,1,2843
122,0.042912416461484346,3,1,1,1,2843
122,0.042912416461484346,3,1,1,1,2843
122,0.042912416461484346,3,1,1,1,2843
57,0.020049243756595145,3,1,1,1,2843
57,0.020049243756595145,3,1,1,1,2843
57,0.020049243756595145,3,1,1,1,2843
57,0.020049243756595145,3,1,1,1,2843
76,0.02673232500879353,3,10,1,10,2843
76,0.02673232500879353,3,10,1,10,2843
76,0.02673232500879353,3,10,1,10,2843
76,0.02673232500879353,3,10,1,10,2843
64,0.022511431586352444,3,1,1,1,2843
64,0.022511431586352444,3,1,1,1,2843
64,0.022511431586352444,3,1,1,1,2843
64,0.022511431586352444,3,1,1,1,2843
80,0.028139289482940557,3,3,1,10,2843
84,0.029546253957087584,3,3,1,1,2843
61,0.021456208230742173,3,3,1,6,2843
33,0.01160745691171298,3,3,1,2,2843
44,0.015476609215617306,3,1,1,1,2843
44,0.015476609215617306,3,1,1,1,2843
44,0.015476609215617306,3,1,1,1,2843
44,0.015476609215617306,3,1,1,1,2843
55,0.019345761519521634,3,7,1,6,2843
45,0.015828350334154064,3,7,1,8,2843
45,0.015828350334154064,3,7,1,8,2843
45,0.015828350334154064,3,7,1,8,2843
73,0.02567710165318326,3,1,1,1,2843
73,0.02567710165318326,3,1,1,1,2843
73,0.02567710165318326,3,1,1,1,2843
73,0.02567710165318326,3,1,1,1,2843
4,0.0014069644741470278,3,1,1,1,2843
4,0.0014069644741470278,3,1,1,1,2843
4,0.0014069644741470278,3,1,1,1,2843
4,0.0014069644741470278,3,1,1,1,2843
50,0.017587055926837847,3,5,1,1,2843
31,0.010903974674639466,3,5,1,3,2843
50,0.017587055926837847,3,5,1,1,2843
50,0.017587055926837847,3,5,1,1,2843
33,0.01160745691171298,3,7,1,10,2843
67,0.023566654941962716,3,7,1,6,2843
33,0.01160745691171298,3,7,1,10,2843
74,0.026028842771720014,3,7,1,5,2843
40,0.014069644741470278,3,6,1,7,2843
88,0.03095321843123461,3,6,1,6,2843
88,0.03095321843123461,3,6,1,6,2843
47,0.016531832571227575,3,6,1,10,2843
19,0.006683081252198382,3,8,1,10,2843
19,0.006683081252198382,3,8,1,8,2843
19,0.006683081252198382,3,8,1,10,2843
19,0.006683081252198382,3,8,1,10,2843
26,0.009145269081955681,3,5,1,2,2843
66,0.02321491382342596,3,5,1,6,2843
46,0.01618009145269082,3,5,1,10,2843
30,0.010552233556102708,3,5,1,9,2843
132,0.04642982764685192,3,4,1,6,2843
147,0.05170594442490327,3,4,1,5,2843
9,0.0031656700668308124,3,4,1,8,2843
16,0.005627857896588111,3,4,1,10,2843
69,0.02427013717903623,3,7,1,5,2843
96,0.03376714737952867,3,7,1,7,2843
96,0.03376714737952867,3,7,1,7,2843
11,0.0038691523039043265,3,7,1,1,2843
58,0.0204009848751319,3,6,1,4,2843
32,0.011255715793176222,3,6,1,8,2843
58,0.0204009848751319,3,6,1,4,2843
32,0.011255715793176222,3,6,1,8,2843
86,0.030249736194161096,3,6,1,4,2843
157,0.05522335561027084,3,6,1,5,2843
27,0.009497010200492437,3,6,1,7,2843
36,0.01266268026732325,3,6,1,6,2843
231,0.08125219838199085,3,7,1,6,2843
7,0.0024621878297572987,3,7,1,8,2843
231,0.08125219838199085,3,7,1,6,2843
7,0.0024621878297572987,3,7,1,8,2843
17,0.005979599015124868,3,5,1,7,2843
17,0.005979599015124868,3,5,1,7,2843
17,0.005979599015124868,3,5,1,7,2843
278,0.09778403095321843,3,5,1,6,2843
0,0.0,3,0,1,111.7,2843
0,0.0,3,0,1,6.27,2843
0,0.0,3,0,1,316.06,2843
0,0.0,3,0,1,723.21,2843
28,0.009848751319029195,1,1,1,1,2843
28,0.009848751319029195,1,1,1,1,2843
28,0.009848751319029195,1,1,1,1,2843
18,0.006331340133661625,1,1,8,1,2843
19,0.006683081252198382,1,10,1,10,2843
7,0.0024621878297572987,1,10,1,8,2843
19,0.006683081252198382,1,10,1,10,2843
2,0.0007034822370735139,1,10,8,10,2843
45,0.015828350334154064,1,1,1,1,2843
45,0.015828350334154064,1,1,1,1,2843
45,0.015828350334154064,1,1,1,1,2843
20,0.007034822370735139,1,1,8,1,2843
56,0.01969750263805839,1,1,1,1,2843
56,0.01969750263805839,1,1,1,1,2843
56,0.01969750263805839,1,1,1,1,2843
10,0.0035174111853675696,1,1,8,1,2843
47,0.016531832571227575,1,10,1,10,2843
47,0.016531832571227575,1,10,1,10,2843
47,0.016531832571227575,1,10,1,10,2843
21,0.007386563489271896,1,10,8,10,2843
