occurrences,pct,param1,param2,value1,value2,nrn
0,0.0,406,8,139951,10,5686
0,0.0,406,8,153761,8,5686
0,0.0,406,5,20332,10,5686
0,0.0,406,5,35953,2,5686
0,0.0,406,5,45463,5,5686
0,0.0,406,5,59669,6,5686
0,0.0,406,5,76826,6,5686
0,0.0,406,5,93853,10,5686
0,0.0,406,5,109297,2,5686
0,0.0,406,5,139951,9,5686
0,0.0,406,5,153761,7,5686
0,0.0,406,4,20332,10,5686
0,0.0,406,4,35953,6,5686
0,0.0,406,4,45463,5,5686
0,0.0,406,4,59669,5,5686
0,0.0,406,4,76826,1,5686
0,0.0,406,4,93853,8,5686
0,0.0,406,4,109297,5,5686
0,0.0,406,4,139951,10,5686
0,0.0,406,4,153761,5,5686
0,0.0,406,7,20332,1,5686
0,0.0,406,7,35953,5,5686
0,0.0,406,7,45463,6,5686
0,0.0,406,7,59669,7,5686
0,0.0,406,7,76826,7,5686
0,0.0,406,7,93853,7,5686
0,0.0,406,7,109297,3,5686
0,0.0,406,7,139951,1,5686
0,0.0,406,7,153761,4,5686
0,0.0,406,6,20332,5,5686
0,0.0,406,6,35953,4,5686
0,0.0,406,6,45463,6,5686
0,0.0,406,6,59669,8,5686
0,0.0,406,6,76826,6,5686
0,0.0,406,6,93853,4,5686
0,0.0,406,6,109297,7,5686
0,0.0,406,6,139951,8,5686
0,0.0,406,6,153761,7,5686
0,0.0,406,6,20332,8,5686
0,0.0,406,6,35953,4,5686
0,0.0,406,6,45463,3,5686
0,0.0,406,6,59669,5,5686
0,0.0,406,6,76826,4,5686
0,0.0,406,6,93853,7,5686
0,0.0,406,6,109297,6,5686
0,0.0,406,6,139951,6,5686
0,0.0,406,6,153761,4,5686
0,0.0,406,7,20332,10,5686
0,0.0,406,7,35953,6,5686
0,0.0,406,7,45463,7,5686
0,0.0,406,7,59669,8,5686
0,0.0,406,7,76826,3,5686
0,0.0,406,7,93853,6,5686
0,0.0,406,7,109297,9,5686
0,0.0,406,7,139951,8,5686
0,0.0,406,7,153761,8,5686
0,0.0,406,5,20332,1,5686
0,0.0,406,5,35953,7,5686
0,0.0,406,5,45463,5,5686
0,0.0,406,5,59669,7,5686
0,0.0,406,5,76826,7,5686
0,0.0,406,5,93853,7,5686
0,0.0,406,5,109297,7,5686
0,0.0,406,5,139951,6,5686
0,0.0,406,5,153761,6,5686
0,0.0,406,0,20332,1,5686
0,0.0,406,0,35953,111.7,5686
0,0.0,406,0,45463,1,5686
0,0.0,406,0,59669,6.27,5686
0,0.0,406,0,76826,254.76,5686
0,0.0,406,0,93853,316.06,5686
0,0.0,406,0,109297,0,5686
0,0.0,406,0,139951,723.21,5686
0,0.0,406,0,153761,51.37,5686
472,0.08301090397467464,1,10,1,10,5686
472,0.08301090397467464,1,10,1,10,5686
472,0.08301090397467464,1,10,1,10,5686
13,0.0022863172704889203,1,10,7,10,5686
472,0.08301090397467464,1,10,1,10,5686
472,0.08301090397467464,1,10,1,10,5686
6,0.001055223355610271,1,10,8,10,5686
63,0.011079845233907844,1,10,1,5,5686
15,0.002638058389025677,1,10,10,10,5686
247,0.04344002813928948,1,1,1,1,5686
247,0.04344002813928948,1,1,1,1,5686
247,0.04344002813928948,1,1,1,1,5686
14,0.0024621878297572987,1,1,7,1,5686
247,0.04344002813928948,1,1,1,1,5686
247,0.04344002813928948,1,1,1,1,5686
13,0.0022863172704889203,1,1,8,1,5686
247,0.04344002813928948,1,1,1,1,5686
870,0.15300738656348928,1,1,10,1,5686
267,0.046957439324657055,1,10,1,10,5686
267,0.046957439324657055,1,10,1,10,5686
267,0.046957439324657055,1,10,1,10,5686
21,0.003693281744635948,1,10,7,10,5686
267,0.046957439324657055,1,10,1,10,5686
267,0.046957439324657055,1,10,1,10,5686
23,0.004045022863172705,1,10,8,10,5686
267,0.046957439324657055,1,10,1,10,5686
492,0.08652831516004221,1,10,10,10,5686
276,0.04854027435807246,1,3,1,1,5686
276,0.04854027435807246,1,3,1,1,5686
95,0.016707703130495955,1,3,1,4,5686
16,0.0028139289482940555,1,3,7,1,5686
276,0.04854027435807246,1,3,1,1,5686
276,0.04854027435807246,1,3,1,1,5686
4,0.0007034822370735139,1,3,8,8,5686
276,0.04854027435807246,1,3,1,1,5686
280,0.049243756595145974,1,3,10,4,5686
232,0.0408019697502638,1,1,1,1,5686
232,0.0408019697502638,1,1,1,1,5686
232,0.0408019697502638,1,1,1,1,5686
10,0.0017587055926837848,1,1,7,1,5686
232,0.0408019697502638,1,1,1,1,5686
232,0.0408019697502638,1,1,1,1,5686
6,0.001055223355610271,1,1,8,3,5686
71,0.012486809708054871,1,1,1,8,5686
362,0.063665142455153,1,1,10,1,5686
198,0.03482237073513894,1,1,1,1,5686
198,0.03482237073513894,1,1,1,1,5686
198,0.03482237073513894,1,1,1,1,5686
4,0.0007034822370735139,1,1,7,1,5686
198,0.03482237073513894,1,1,1,1,5686
198,0.03482237073513894,1,1,1,1,5686
8,0.0014069644741470278,1,1,8,1,5686
198,0.03482237073513894,1,1,1,1,5686
342,0.06014773126978544,1,1,10,1,5686
160,0.028139289482940557,1,10,1,8,5686
238,0.041857193105874074,1,10,1,10,5686
46,0.00809004572634541,1,10,1,3,5686
2,0.00035174111853675694,1,10,7,8,5686
238,0.041857193105874074,1,10,1,10,5686
238,0.041857193105874074,1,10,1,10,5686
2,0.00035174111853675694,1,10,8,9,5686
238,0.041857193105874074,1,10,1,10,5686
196,0.03447062961660218,1,10,10,7,5686
234,0.04115371086880056,1,1,1,1,5686
234,0.04115371086880056,1,1,1,1,5686
234,0.04115371086880056,1,1,1,1,5686
19,0.003341540626099191,1,1,7,1,5686
234,0.04115371086880056,1,1,1,1,5686
234,0.04115371086880056,1,1,1,1,5686
5,0.0008793527963418924,1,1,8,1,5686
234,0.04115371086880056,1,1,1,1,5686
261,0.045902215969046783,1,1,10,1,5686
240,0.042208934224410834,1,1,1,1,5686
240,0.042208934224410834,1,1,1,1,5686
240,0.042208934224410834,1,1,1,1,5686
7,0.0012310939148786493,1,1,7,1,5686
240,0.042208934224410834,1,1,1,1,5686
240,0.042208934224410834,1,1,1,1,5686
9,0.0015828350334154062,1,1,8,1,5686
240,0.042208934224410834,1,1,1,1,5686
85,0.01494899753781217,1,1,10,1,5686
214,0.037636299683432996,1,10,1,10,5686
214,0.037636299683432996,1,10,1,10,5686
214,0.037636299683432996,1,10,1,10,5686
9,0.0015828350334154062,1,10,7,10,5686
214,0.037636299683432996,1,10,1,10,5686
214,0.037636299683432996,1,10,1,10,5686
23,0.004045022863172705,1,10,8,10,5686
214,0.037636299683432996,1,10,1,10,5686
440,0.07738304607808653,1,10,10,10,5686
118,0.02075272599366866,1,1,1,1,5686
118,0.02075272599366866,1,1,1,1,5686
118,0.02075272599366866,1,1,1,1,5686
17,0.002989799507562434,1,1,7,1,5686
118,0.02075272599366866,1,1,1,1,5686
118,0.02075272599366866,1,1,1,1,5686
7,0.0012310939148786493,1,1,8,1,5686
118,0.02075272599366866,1,1,1,1,5686
267,0.046957439324657055,1,1,10,1,5686
89,0.015652479774885684,1,3,1,8,5686
172,0.030249736194161096,1,3,1,10,5686
210,0.03693281744635948,1,3,1,1,5686
8,0.0014069644741470278,1,3,7,1,5686
118,0.02075272599366866,1,3,1,7,5686
133,0.023390784382694336,1,3,1,6,5686
4,0.0007034822370735139,1,3,8,8,5686
89,0.015652479774885684,1,3,1,2,5686
185,0.032536053464650015,1,3,10,3,5686
148,0.026028842771720014,1,1,1,1,5686
148,0.026028842771720014,1,1,1,1,5686
148,0.026028842771720014,1,1,1,1,5686
10,0.0017587055926837848,1,1,7,1,5686
148,0.026028842771720014,1,1,1,1,5686
148,0.026028842771720014,1,1,1,1,5686
7,0.0012310939148786493,1,1,8,1,5686
148,0.026028842771720014,1,1,1,1,5686
187,0.032887794583186775,1,1,10,1,5686
115,0.020225114315863525,1,7,1,4,5686
148,0.026028842771720014,1,7,1,6,5686
113,0.019873373197326766,1,7,1,5,5686
4,0.0007034822370735139,1,7,7,8,5686
157,0.02761167780513542,1,7,1,10,5686
107,0.018818149841716498,1,7,1,8,5686
10,0.0017587055926837848,1,7,8,1,5686
107,0.018818149841716498,1,7,1,8,5686
294,0.05170594442490327,1,7,10,6,5686
164,0.02884277172001407,1,1,1,1,5686
164,0.02884277172001407,1,1,1,1,5686
164,0.02884277172001407,1,1,1,1,5686
12,0.002110446711220542,1,1,7,1,5686
164,0.02884277172001407,1,1,1,1,5686
164,0.02884277172001407,1,1,1,1,5686
10,0.0017587055926837848,1,1,8,1,5686
164,0.02884277172001407,1,1,1,1,5686
211,0.03710868800562786,1,1,10,1,5686
80,0.014069644741470278,1,1,1,1,5686
80,0.014069644741470278,1,1,1,1,5686
80,0.014069644741470278,1,1,1,1,5686
2,0.00035174111853675694,1,1,7,1,5686
80,0.014069644741470278,1,1,1,1,5686
80,0.014069644741470278,1,1,1,1,5686
2,0.00035174111853675694,1,1,8,1,5686
80,0.014069644741470278,1,1,1,1,5686
77,0.013542033063665143,1,1,10,1,5686
132,0.02321491382342596,1,5,1,1,5686
132,0.02321491382342596,1,5,1,1,5686
69,0.012135068589518115,1,5,1,2,5686
5,0.0008793527963418924,1,5,7,3,5686
132,0.02321491382342596,1,5,1,1,5686
132,0.02321491382342596,1,5,1,1,5686
5,0.0008793527963418924,1,5,8,2,5686
132,0.02321491382342596,1,5,1,1,5686
288,0.050650721069293,1,5,10,6,5686
83,0.014597256419275414,1,7,1,8,5686
163,0.028666901160745693,1,7,1,10,5686
127,0.022335561027084064,1,7,1,4,5686
3,0.0005276116778051355,1,7,7,6,5686
163,0.028666901160745693,1,7,1,10,5686
163,0.028666901160745693,1,7,1,10,5686
10,0.0017587055926837848,1,7,8,3,5686
143,0.025149489975378123,1,7,1,5,5686
301,0.052937038339781924,1,7,10,4,5686
41,0.007210692930003517,1,6,1,9,5686
122,0.021456208230742173,1,6,1,7,5686
122,0.021456208230742173,1,6,1,7,5686
13,0.0022863172704889203,1,6,7,6,5686
82,0.014421385860007034,1,6,1,3,5686
212,0.037284558564896236,1,6,1,6,5686
20,0.0035174111853675696,1,6,8,7,5686
153,0.026908195568061906,1,6,1,10,5686
58,0.01020049243756595,1,6,10,7,5686
74,0.013014421385860007,1,8,1,1,5686
90,0.015828350334154064,1,8,1,10,5686
90,0.015828350334154064,1,8,1,10,5686
5,0.0008793527963418924,1,8,7,8,5686
90,0.015828350334154064,1,8,1,10,5686
90,0.015828350334154064,1,8,1,10,5686
14,0.0024621878297572987,1,8,8,7,5686
90,0.015828350334154064,1,8,1,10,5686
17,0.002989799507562434,1,8,10,8,5686
130,0.0228631727048892,1,5,1,10,5686
85,0.01494899753781217,1,5,1,2,5686
130,0.0228631727048892,1,5,1,5,5686
13,0.0022863172704889203,1,5,7,6,5686
155,0.027259936686598662,1,5,1,6,5686
130,0.0228631727048892,1,5,1,10,5686
2,0.00035174111853675694,1,5,8,2,5686
88,0.015476609215617306,1,5,1,9,5686
256,0.04502286317270489,1,5,10,7,5686
93,0.0163559620119592,1,4,1,10,5686
286,0.050298979950756245,1,4,1,6,5686
331,0.05821315511783327,1,4,1,5,5686
21,0.003693281744635948,1,4,7,5,5686
50,0.008793527963418923,1,4,1,1,5686
69,0.012135068589518115,1,4,1,8,5686
24,0.004220893422441084,1,4,8,5,5686
93,0.0163559620119592,1,4,1,10,5686
903,0.15881111501934575,1,4,10,5,5686
119,0.020928596552937037,1,7,1,1,5686
175,0.030777347871966232,1,7,1,5,5686
234,0.04115371086880056,1,7,1,6,5686
5,0.0008793527963418924,1,7,7,7,5686
187,0.032887794583186775,1,7,1,7,5686
187,0.032887794583186775,1,7,1,7,5686
5,0.0008793527963418924,1,7,8,3,5686
119,0.020928596552937037,1,7,1,1,5686
329,0.05786141399929652,1,7,10,4,5686
235,0.04132958142806894,1,6,1,5,5686
150,0.02638058389025677,1,6,1,4,5686
233,0.040977840309532186,1,6,1,6,5686
3,0.0005276116778051355,1,6,7,8,5686
233,0.040977840309532186,1,6,1,6,5686
150,0.02638058389025677,1,6,1,4,5686
18,0.0031656700668308124,1,6,8,7,5686
139,0.024446007738304607,1,6,1,8,5686
587,0.10323601829053816,1,6,10,7,5686
114,0.020049243756595145,1,6,1,8,5686
261,0.045902215969046783,1,6,1,4,5686
103,0.018114667604642982,1,6,1,3,5686
18,0.0031656700668308124,1,6,7,5,5686
261,0.045902215969046783,1,6,1,4,5686
146,0.02567710165318326,1,6,1,7,5686
7,0.0012310939148786493,1,6,8,6,5686
200,0.035174111853675694,1,6,1,6,5686
449,0.07896588111150193,1,6,10,4,5686
39,0.00685895181146676,1,7,1,10,5686
345,0.060675342947590576,1,7,1,6,5686
155,0.027259936686598662,1,7,1,7,5686
1,0.00017587055926837847,1,7,7,8,5686
70,0.012310939148786493,1,7,1,3,5686
345,0.060675342947590576,1,7,1,6,5686
0,0.0,1,7,8,9,5686
66,0.01160745691171298,1,7,1,8,5686
0,0.0,1,7,10,8,5686
42,0.007386563489271896,1,5,1,1,5686
100,0.017587055926837847,1,5,1,7,5686
362,0.063665142455153,1,5,1,5,5686
9,0.0015828350334154062,1,5,7,7,5686
100,0.017587055926837847,1,5,1,7,5686
100,0.017587055926837847,1,5,1,7,5686
3,0.0005276116778051355,1,5,8,7,5686
458,0.08054871614491733,1,5,1,6,5686
1018,0.1790362293352093,1,5,10,6,5686
56,0.009848751319029195,1,0,1,1,5686
0,0.0,1,0,1,111.7,5686
56,0.009848751319029195,1,0,1,1,5686
0,0.0,1,0,7,6.27,5686
0,0.0,1,0,1,254.76,5686
0,0.0,1,0,1,316.06,5686
0,0.0,1,0,8,0,5686
0,0.0,1,0,1,723.21,5686
0,0.0,1,0,10,51.37,5686
262,0.04607808652831516,10,1,10,1,5686
262,0.04607808652831516,10,1,10,1,5686
262,0.04607808652831516,10,1,10,1,5686
262,0.04607808652831516,10,1,10,1,5686
262,0.04607808652831516,10,1,10,1,5686
262,0.04607808652831516,10,1,10,1,5686
262,0.04607808652831516,10,1,10,1,5686
261,0.045902215969046783,10,1,5,1,5686
262,0.04607808652831516,10,1,10,1,5686
234,0.04115371086880056,10,10,10,10,5686
234,0.04115371086880056,10,10,10,10,5686
234,0.04115371086880056,10,10,10,10,5686
234,0.04115371086880056,10,10,10,10,5686
234,0.04115371086880056,10,10,10,10,5686
234,0.04115371086880056,10,10,10,10,5686
234,0.04115371086880056,10,10,10,10,5686
147,0.025852972212451635,10,10,5,10,5686
234,0.04115371086880056,10,10,10,10,5686
103,0.018114667604642982,10,3,10,1,5686
103,0.018114667604642982,10,3,10,1,5686
87,0.015300738656348928,10,3,10,4,5686
103,0.018114667604642982,10,3,10,1,5686
103,0.018114667604642982,10,3,10,1,5686
103,0.018114667604642982,10,3,10,1,5686
102,0.017938797045374603,10,3,10,8,5686
43,0.007562434048540274,10,3,5,1,5686
87,0.015300738656348928,10,3,10,4,5686
213,0.03746042912416461,10,1,10,1,5686
213,0.03746042912416461,10,1,10,1,5686
213,0.03746042912416461,10,1,10,1,5686
213,0.03746042912416461,10,1,10,1,5686
213,0.03746042912416461,10,1,10,1,5686
213,0.03746042912416461,10,1,10,1,5686
154,0.027084066127330286,10,1,10,3,5686
33,0.00580372845585649,10,1,5,8,5686
213,0.03746042912416461,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
19,0.003341540626099191,10,1,5,1,5686
112,0.01969750263805839,10,1,10,1,5686
96,0.016883573689764335,10,10,10,8,5686
157,0.02761167780513542,10,10,10,10,5686
37,0.0065072106929300036,10,10,10,3,5686
96,0.016883573689764335,10,10,10,8,5686
157,0.02761167780513542,10,10,10,10,5686
157,0.02761167780513542,10,10,10,10,5686
56,0.009848751319029195,10,10,10,9,5686
14,0.0024621878297572987,10,10,5,10,5686
155,0.027259936686598662,10,10,10,7,5686
146,0.02567710165318326,10,1,10,1,5686
146,0.02567710165318326,10,1,10,1,5686
146,0.02567710165318326,10,1,10,1,5686
146,0.02567710165318326,10,1,10,1,5686
146,0.02567710165318326,10,1,10,1,5686
146,0.02567710165318326,10,1,10,1,5686
146,0.02567710165318326,10,1,10,1,5686
60,0.010552233556102708,10,1,5,1,5686
146,0.02567710165318326,10,1,10,1,5686
152,0.02673232500879353,10,1,10,1,5686
152,0.02673232500879353,10,1,10,1,5686
152,0.02673232500879353,10,1,10,1,5686
152,0.02673232500879353,10,1,10,1,5686
152,0.02673232500879353,10,1,10,1,5686
152,0.02673232500879353,10,1,10,1,5686
152,0.02673232500879353,10,1,10,1,5686
23,0.004045022863172705,10,1,5,1,5686
152,0.02673232500879353,10,1,10,1,5686
191,0.03359127682026029,10,10,10,10,5686
191,0.03359127682026029,10,10,10,10,5686
191,0.03359127682026029,10,10,10,10,5686
191,0.03359127682026029,10,10,10,10,5686
191,0.03359127682026029,10,10,10,10,5686
191,0.03359127682026029,10,10,10,10,5686
191,0.03359127682026029,10,10,10,10,5686
125,0.02198381990854731,10,10,5,10,5686
191,0.03359127682026029,10,10,10,10,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
112,0.01969750263805839,10,1,10,1,5686
70,0.012310939148786493,10,1,5,1,5686
112,0.01969750263805839,10,1,10,1,5686
86,0.015124868097080548,10,3,10,8,5686
191,0.03359127682026029,10,3,10,10,5686
142,0.024973619416109743,10,3,10,1,5686
142,0.024973619416109743,10,3,10,1,5686
96,0.016883573689764335,10,3,10,7,5686
105,0.01846640872317974,10,3,10,6,5686
86,0.015124868097080548,10,3,10,8,5686
40,0.007034822370735139,10,3,5,2,5686
81,0.014245515300738656,10,3,10,3,5686
171,0.03007386563489272,10,1,10,1,5686
171,0.03007386563489272,10,1,10,1,5686
171,0.03007386563489272,10,1,10,1,5686
171,0.03007386563489272,10,1,10,1,5686
171,0.03007386563489272,10,1,10,1,5686
171,0.03007386563489272,10,1,10,1,5686
171,0.03007386563489272,10,1,10,1,5686
47,0.008265916285613788,10,1,5,1,5686
171,0.03007386563489272,10,1,10,1,5686
106,0.018642279282448118,10,7,10,4,5686
116,0.0204009848751319,10,7,10,6,5686
91,0.01600422089342244,10,7,10,5,5686
111,0.01952163207879001,10,7,10,8,5686
143,0.025149489975378123,10,7,10,10,5686
111,0.01952163207879001,10,7,10,8,5686
114,0.020049243756595145,10,7,10,1,5686
51,0.008969398522687301,10,7,5,8,5686
116,0.0204009848751319,10,7,10,6,5686
63,0.011079845233907844,10,1,10,1,5686
63,0.011079845233907844,10,1,10,1,5686
63,0.011079845233907844,10,1,10,1,5686
63,0.011079845233907844,10,1,10,1,5686
63,0.011079845233907844,10,1,10,1,5686
63,0.011079845233907844,10,1,10,1,5686
63,0.011079845233907844,10,1,10,1,5686
50,0.008793527963418923,10,1,5,1,5686
63,0.011079845233907844,10,1,10,1,5686
53,0.009321139641224059,10,1,10,1,5686
53,0.009321139641224059,10,1,10,1,5686
53,0.009321139641224059,10,1,10,1,5686
53,0.009321139641224059,10,1,10,1,5686
53,0.009321139641224059,10,1,10,1,5686
53,0.009321139641224059,10,1,10,1,5686
53,0.009321139641224059,10,1,10,1,5686
31,0.005451987337319733,10,1,5,1,5686
53,0.009321139641224059,10,1,10,1,5686
32,0.005627857896588111,10,5,10,1,5686
32,0.005627857896588111,10,5,10,1,5686
46,0.00809004572634541,10,5,10,2,5686
95,0.016707703130495955,10,5,10,3,5686
32,0.005627857896588111,10,5,10,1,5686
32,0.005627857896588111,10,5,10,1,5686
46,0.00809004572634541,10,5,10,2,5686
76,0.013366162504396765,10,5,5,1,5686
154,0.027084066127330286,10,5,10,6,5686
97,0.01705944424903271,10,7,10,8,5686
113,0.019873373197326766,10,7,10,10,5686
117,0.02057685543440028,10,7,10,4,5686
150,0.02638058389025677,10,7,10,6,5686
113,0.019873373197326766,10,7,10,10,5686
113,0.019873373197326766,10,7,10,10,5686
83,0.014597256419275414,10,7,10,3,5686
106,0.018642279282448118,10,7,5,5,5686
117,0.02057685543440028,10,7,10,4,5686
24,0.004220893422441084,10,6,10,9,5686
93,0.0163559620119592,10,6,10,7,5686
93,0.0163559620119592,10,6,10,7,5686
314,0.05522335561027084,10,6,10,6,5686
32,0.005627857896588111,10,6,10,3,5686
314,0.05522335561027084,10,6,10,6,5686
93,0.0163559620119592,10,6,10,7,5686
2,0.00035174111853675694,10,6,5,10,5686
93,0.0163559620119592,10,6,10,7,5686
49,0.008617657404150545,10,8,10,1,5686
59,0.01037636299683433,10,8,10,10,5686
59,0.01037636299683433,10,8,10,10,5686
26,0.0045726345409778405,10,8,10,8,5686
59,0.01037636299683433,10,8,10,10,5686
